FundCode,FundName,Category,GroupCategory,FundHouse,WMC,Subscribe,Price,PriceDate,Currency,Risk,RetYTD(%),Ret1W(%),Ret1M(%),Ret3M(%),Ret6M(%),Ret1Y(%),Ret2Y(%),Ret3Y(%),Ret5Y(%),Yield(%),YieldDate,MgmtFee(%),ISIN,StarRating,BalancedRisk,BalancedRegion,BondType,BondRegion,EquityStyle
U45045,"聯博－新興市場債券基金AA類股份（港元 每月派息-現金派息)","環球新興市場債券","環球新興市場債券","聯博香港有限公司",N,Y,70.5,18-09-2026,港元,4,3.1,-0.28,-0.92,-1.62,2.18,5.95,7.34,12.39,-2.97,7.52,31-08-2026,1.1,LU1069346143,3,"","","綜合","新興市場",""
U45046,"聯博－新興市場債券基金AA類股份（美元 每月派息-現金派息)","環球新興市場債券","環球新興市場債券","聯博香港有限公司",N,Y,9,18-09-2026,美元,4,2.32,-0.33,-0.92,-1.73,2.08,5.09,7.87,12.39,-3.56,7.49,31-08-2026,1.1,LU1008671254,3,"","","綜合","新興市場",""
U44294,"PIMCO新興市場債券基金E類累積股份 (美元)","環球新興市場債券","環球新興市場債券","PIMCO Asia Limited",N,N,54.09,18-09-2026,美元,3,1.41,-0.31,-0.93,-1.74,1.39,4.7,7.47,10.76,-3.19,0,31-08-2026,1.69,IE00B11XYX59,4,"","","綜合","新興市場",""
U42517,"景順新興市場債券基金 (A)","環球新興市場債券","環球新興市場債券","景順投資管理有限公司",N,N,15.63,18-09-2026,美元,4,-0.01,-0.06,-0.73,-2,0.57,2.22,6.88,10.39,-3.14,5.18,31-08-2026,1,LU1775955864,2,"","","綜合","新興市場",""
U42318,"富達基金 - 歐元債券基金A類別股份 (歐元 派息股份)","歐元多元化債券","多元化債券","富達基金(香港)有限公司",N,N,11.91,18-09-2026,歐羅,3,-2.93,-0.08,-1,-2.61,-2.38,-2.38,2.57,7.77,-2.33,1.4,31-08-2026,0.75,LU0048579097,2,"","","多元化","環球",""
U42324,"貝萊德全球基金 - 歐元債券基金A2類股份 (歐元)","歐元多元化債券","多元化債券","貝萊德資產管理北亞有限公司",N,N,27.02,18-09-2026,歐羅,3,-2.77,-0.22,-1.82,-3.47,-2.42,-2.35,1.94,7.31,-3.88,0,31-08-2026,0.75,LU0050372472,2,"","","多元化","環球",""
U42315,"施羅德環球基金系列 - 歐元政府債券A類股份 (歐元 累積單位)","歐元政府債券","政府債券","施羅德投資管理(香港)有限公司",N,N,10.5418,18-09-2026,歐羅,3,-2.75,-0.17,-1.87,-3.72,-2.83,-2.57,1.41,6.37,-3.88,0,31-08-2026,0.4,LU0106235962,2,"","","政府","環球",""
U44919,"瑞銀歐元高收益債券基金（P 歐元 每月分派-現金派息）","歐元高收益債券","高收益債券","瑞銀資產管理（香港）有限公司",N,Y,115.92,18-09-2026,歐羅,3,0.09,-0.56,-1.5,-1.22,0.66,0.99,8.8,12.67,2.94,5.9,31-08-2026,1.01,LU0417441200,4,"","","高收益","環球",""
U44957,"富達基金 - 歐洲高收益基金A類別股份 (歐元 每月特色派息(G)-現金派息)","歐元高收益債券","高收益債券","富達基金(香港)有限公司",N,Y,7.633,18-09-2026,歐羅,3,0.66,-0.24,-1.32,-0.73,1,0.47,8,11.61,3.69,6.33,31-08-2026,1,LU0937949070,3,"","","高收益","環球",""
U43842,"富達基金 - 歐洲高收益基金A類別股份 (歐元 每月派息股份-現金派息)","歐元高收益債券","高收益債券","富達基金(香港)有限公司",N,N,10.11,18-09-2026,歐羅,3,0.62,-0.2,-1.36,-0.7,0.96,0.46,7.95,11.67,3.72,5.06,31-08-2026,1,LU0168053600,3,"","","高收益","環球",""
U43917,"富蘭克林歐元高息基金A類股份 (歐元 每年派息-現金派息)","歐元高收益債券","高收益債券","富蘭克林鄧普頓投資",N,N,4.97,18-09-2026,歐羅,3,0.43,0,-1,-0.7,1.01,0.82,7.24,10.84,1.69,5.88,31-08-2026,1.2,LU0109395268,3,"","","高收益","環球",""
U42968,"富達基金 - 歐洲高收益基金A類別股份 (歐元 派息股份)","歐元高收益債券","高收益債券","富達基金(香港)有限公司",N,N,8.763,18-09-2026,歐羅,3,0.66,-0.22,-1.32,-0.71,1.01,0.48,8,11.63,3.7,5.2,31-08-2026,1,LU0110060430,3,"","","高收益","環球",""
U45470,"滙豐環球投資基金 – 環球短期債券AM3HEUR類 (歐元對沖 每月分派-現金派息)","環球多元化債券 - 歐元對沖","環球多元化債券","滙豐環球投資管理 (香港) 有限公司",N,Y,10.014,18-09-2026,歐羅,2,-0.12,-0.12,-0.57,-0.54,0.17,0.33,3.83,0,0,3.14,31-08-2026,0.5,LU2639850283,,"","","多元化","環球",""
U45600,"滙豐環球投資基金 – 策略收益債券AMFIXAHEUR類 (歐元對沖 每月分派-現金派息)","環球多元化債券 - 歐元對沖","環球多元化債券","滙豐環球投資管理 (香港) 有限公司",N,Y,89.268,18-09-2026,歐羅,3,-2.35,-0.21,-1.6,-2.33,-1.67,-2.66,0,0,0,7.31,31-08-2026,1.2,LU2837853519,,"","","多元化","環球",""
U42595,"施羅德環球基金系列 - 歐元企業債券A類股份 (歐元 累積單位)","歐元企業債券","企業債券","施羅德投資管理(香港)有限公司",N,N,24.3844,18-09-2026,歐羅,3,-0.9,-0.04,-1.19,-1.88,-0.6,-0.61,5.98,9.71,-1.16,0,31-08-2026,0.75,LU0113257694,4,"","","企業","環球",""
U44216,"恒生環球投資級別債券基金A類單位 (美元 每月現金派息)","美元企業債券","企業債券","恒生投資管理有限公司",Y,Y,8.6842,18-09-2026,美元,2,-1.07,0.02,-0.92,-1.81,-0.88,0.78,2.73,7.36,-5.28,6.04,31-08-2026,1,HK0000284627,3,"","","企業","環球",""
U44217,"恒生環球投資級別債券基金A類單位 (美元 每月現金派息) (每月投資計劃)","美元企業債券","企業債券","恒生投資管理有限公司",N,N,8.6842,18-09-2026,美元,2,-1.07,0.02,-0.92,-1.81,-0.88,0.78,2.73,7.36,-5.28,6.04,31-08-2026,1,HK0000284627,3,"","","企業","環球",""
U45733,"恒生環球投資級別債券基金A類單位 (美元 累積)","美元企業債券","企業債券","恒生投資管理有限公司",Y,Y,9.9297,18-09-2026,美元,2,-1.07,0.02,-0.92,-1.81,-0.88,0,0,0,0,0,,1,HK0001079059,,"","","企業","環球",""
U45615,"恒生環球投資級別債券基金A類單位 (港元 每月現金派息)","美元企業債券","企業債券","恒生投資管理有限公司",Y,Y,9.8266,18-09-2026,港元,2,-0.26,0.07,-0.91,-1.68,-0.78,1.6,0,0,0,6.02,31-08-2026,1,HK0001079034,,"","","企業","環球",""
U45628,"景順英鎊債券基金A類股份 (英鎊 每季派息)","英鎊企業債券","企業債券","景順投資管理有限公司",N,N,2.4207,18-09-2026,英鎊,3,-1.02,0.83,0.02,-1.28,-0.26,1.49,1.63,10.57,-1.3,4.23,31-08-2026,0.75,LU1775981274,4,"","","企業","環球",""
U43710,"聯博 - 歐洲收益基金A2類股份 (美元)","歐元債券 - 靈活策略","債券 - 靈活策略","聯博香港有限公司",N,N,25.13,18-09-2026,美元,3,-4.3,-1.18,-2.67,-2.71,-1.14,-4.16,-2.25,14.77,-7.18,0,31-08-2026,1.1,LU0232529965,3,"","","靈活策略","環球",""
U43712,"聯博 - 歐洲收益基金A2類股份 (歐元)","歐元債券 - 靈活策略","債券 - 靈活策略","聯博香港有限公司",N,N,21.87,18-09-2026,歐羅,3,-2.1,-0.23,-1.93,-2.97,-1.31,-1.66,4.21,11.29,-0.41,0,31-08-2026,1.1,LU0095024591,3,"","","靈活策略","環球",""
U44054,"聯博 - 歐洲收益基金AT類股份 (歐元 每月派息-現金派息)","歐元債券 - 靈活策略","債券 - 靈活策略","聯博香港有限公司",N,N,5.58,18-09-2026,歐羅,3,-2.11,-0.18,-1.93,-2.95,-1.42,-1.78,4.22,11.14,-0.37,4.23,31-08-2026,1.1,LU0173638916,3,"","","靈活策略","環球",""
U45034,"聯博－歐洲收益基金AA類股份（歐元 每月派息-現金派息)","歐元債券 - 靈活策略","債券 - 靈活策略","聯博香港有限公司",N,Y,9.57,18-09-2026,歐羅,3,-2.07,-0.21,-1.87,-2.91,-1.32,-1.6,4.13,11.3,-0.38,5.83,31-08-2026,1.1,LU1008670876,3,"","","靈活策略","環球",""
U43970,"滙豐環球投資基金 - 環球債券AD類 (美元)","環球多元化債券","環球多元化債券","滙豐環球投資管理 (香港) 有限公司",N,N,11.577,18-09-2026,美元,2,-2.27,-0.78,-1.24,-1.91,-1.49,-2.38,-2.98,4.46,-5.45,2.81,31-08-2026,0.75,LU0039216972,3,"","","多元化","環球",""
U39874,"富達基金 - 環球債券基金A類別股份 (美元 派息股份)","環球多元化債券","環球多元化債券","富達基金(香港)有限公司",N,N,1.008,18-09-2026,美元,2,-2.37,-0.59,-1.08,-1.72,-2,-2.65,-3.37,5,-4.68,2.47,31-08-2026,0.75,LU0048582984,3,"","","多元化","環球",""
U42301,"霸菱環球債券基金A類別歐元收益","環球多元化債券","環球多元化債券","霸菱資產管理(亞洲)有限公司",N,N,18.07,18-09-2026,歐羅,2,1.49,0.61,-0.5,-2.27,-0.92,2.51,1.41,1.6,-2.19,2.99,31-08-2026,0.75,IE0004866996,2,"","","多元化","環球",""
U42470,"施羅德環球基金系列 - 環球債券A類股份 (美元 累積單位)","環球多元化債券","環球多元化債券","施羅德投資管理(香港)有限公司",N,N,11.6118,18-09-2026,美元,3,-1.82,-0.74,-1.14,-1.71,-1.36,-2.03,-2.09,4.45,-5.7,0,31-08-2026,0.75,LU0106256372,2,"","","多元化","環球",""
U40069,"霸菱環球債券基金A類別美元收益","環球多元化債券","環球多元化債券","霸菱資產管理(亞洲)有限公司",N,N,20.73,18-09-2026,美元,2,-0.88,-0.48,-1.38,-2.22,-1.58,-0.62,-4.65,5.43,-9.83,2.99,31-08-2026,0.75,IE0000829568,2,"","","多元化","環球",""
U43719,"施羅德環球基金系列 - 環球債券 A類別 AV  (美元 收息單位-現金派息)","環球多元化債券","環球多元化債券","施羅德投資管理(香港)有限公司",N,N,5.8264,18-09-2026,美元,3,-1.82,-0.74,-1.14,-1.71,-1.36,-2.03,-2.09,4.45,-5.7,3.22,31-08-2026,0.75,LU0012050992,2,"","","多元化","環球",""
U44739,"摩根國際債券（港元）（每月派息-現金派息）(每月投資計劃)","環球多元化債券 - 美元對沖","環球多元化債券","摩根資產管理",N,Y,7.64,18-09-2026,港元,2,-0.3,0,-0.64,-1.73,-0.35,0.47,2.5,5.74,-0.46,6.65,31-08-2026,0.8,HK0000244373,3,"","","多元化","環球",""
U44707,"摩根國際債券(美元)(每月派息-現金派息)","環球多元化債券 - 美元對沖","環球多元化債券","摩根資產管理",Y,Y,7.55,18-09-2026,美元,2,-1.1,0,-0.65,-1.77,-0.52,-0.47,2.98,5.76,-0.97,6.67,31-08-2026,0.8,HK0000244407,3,"","","多元化","環球",""
U44708,"摩根國際債券(港元)(每月派息-現金派息)","環球多元化債券 - 美元對沖","環球多元化債券","摩根資產管理",Y,Y,7.64,18-09-2026,港元,2,-0.3,0,-0.64,-1.73,-0.35,0.47,2.5,5.74,-0.46,6.65,31-08-2026,0.8,HK0000244373,3,"","","多元化","環球",""
U43275,"貝萊德全球基金 - 可持續世界債券基金A2類股份 (美元)","環球多元化債券 - 美元對沖","環球多元化債券","貝萊德資產管理北亞有限公司",N,N,83.48,18-09-2026,美元,3,-1.5,-0.2,-1.07,-2.08,-1.25,-0.91,2.8,6.78,-1.69,0,31-08-2026,0.85,LU0184696937,2,"","","多元化","環球",""
U45595,"匯豐環球投資基金 – 策略收益債券AMFIXA類 (美元 每月分派-現金派息)","環球多元化債券 - 美元對沖","環球多元化債券","滙豐環球投資管理 (香港) 有限公司",N,Y,92.463,18-09-2026,美元,2,-1.1,-0.18,-1.47,-1.94,-0.8,-0.78,0,0,0,7.25,31-08-2026,1.2,LU2837852974,,"","","多元化","環球",""
U45596,"滙豐環球投資基金 – 策略收益債券AMFIXAHKD類 (港元 每月分派-現金派息)","環球多元化債券 - 美元對沖","環球多元化債券","滙豐環球投資管理 (香港) 有限公司",N,Y,93.298,18-09-2026,港元,2,-0.3,-0.13,-1.44,-1.83,-0.67,0.12,0,0,0,7.22,31-08-2026,1.2,LU2837853196,,"","","多元化","環球",""
U83659,"摩根國際債券(美元)(每半年派息)","環球多元化債券 - 美元對沖","環球多元化債券","摩根資產管理",N,N,17.45,18-09-2026,美元,2,-1.12,0,-0.74,-1.86,-0.52,-0.5,3.03,5.61,-0.93,6.75,31-08-2026,1,HK0000055654,3,"","","多元化","環球",""
U45301,"滙豐環球投資基金 - 環球短期債券AM2類 (美元 每月分派-現金派息)","環球多元化債券 - 美元對沖","環球多元化債券","滙豐環球投資管理 (香港) 有限公司",N,Y,9.385,18-09-2026,美元,1,1.15,-0.09,-0.43,-0.13,1.04,2.24,5.58,6.39,0.82,5.07,31-08-2026,0.5,LU1819532174,4,"","","多元化","環球",""
U45302,"滙豐環球投資基金 - 環球短期債券AM2類 (港元 每月分派-現金派息)","環球多元化債券 - 美元對沖","環球多元化債券","滙豐環球投資管理 (香港) 有限公司",N,Y,9.428,18-09-2026,港元,1,1.97,-0.04,-0.4,-0.02,1.17,3.16,4.97,6.65,1.43,5.05,31-08-2026,0.5,LU1819532257,4,"","","多元化","環球",""
U45326,"滙豐環球投資基金 - 環球短期債券AM2類 (港元 每月分派-現金派息) (每月投資計劃)","環球多元化債券 - 美元對沖","環球多元化債券","滙豐環球投資管理 (香港) 有限公司",N,Y,9.428,18-09-2026,港元,1,1.97,-0.04,-0.4,-0.02,1.17,3.16,4.97,6.65,1.43,5.05,31-08-2026,0.5,LU1819532257,4,"","","多元化","環球",""
U43582,"聯博 - 短期債券基金","環球多元化債券 - 美元對沖","環球多元化債券","聯博香港有限公司",N,N,20.02,18-09-2026,美元,2,0.35,-0.05,-0.79,-0.5,0.3,1.11,3.57,4.64,-0.81,0,31-08-2026,0.85,LU0102828612,3,"","","多元化","環球",""
U44295,"PIMCO環球債券基金E類 累積股份 (美元)","環球多元化債券 - 美元對沖","環球多元化債券","PIMCO Asia Limited",N,N,30.99,18-09-2026,美元,3,-2.46,-0.13,-1.49,-2.58,-1.43,-1.43,3.16,7.1,-2.33,0,31-08-2026,1.39,IE00B11XZ210,3,"","","多元化","環球",""
U44489,"聯博 - 新興市場債券基金AT類股份 (歐元對沖 每月派息-現金派息)","環球新興市場債券 -  歐元對沖","環球新興市場債券 -  歐元對沖","聯博香港有限公司",N,N,10.31,18-09-2026,歐羅,4,0.83,-0.39,-1.06,-2.12,1.1,2.94,6.04,9.51,-4.54,4.18,31-08-2026,1.1,LU0511406646,2,"","","綜合","新興市場",""
U44326,"百達 - 全球新興市場債券-HP歐元股份類別 (歐元)","環球新興市場債券 -  歐元對沖","環球新興市場債券 -  歐元對沖","瑞士百達資產管理",N,N,264.73,18-09-2026,歐羅,4,-0.51,-0.48,-1.2,-2.69,-0.21,3.72,4.99,5.17,-5.07,0,31-08-2026,1.1,LU0170994346,3,"","","綜合","新興市場",""
U44933,"鄧普頓新興市場債券基金A類 (港元 每月分派-現金派息)","環球新興市場債券 - 本地貨幣","環球新興市場債券 - 本地貨幣","富蘭克林鄧普頓投資",N,N,4.03,18-09-2026,港元,4,7.11,-0.74,-0.47,1.31,5.49,13.07,1.06,13.31,-6.43,8.85,31-08-2026,1.5,LU0708994347,4,"","","綜合","新興市場",""
U44932,"鄧普頓新興市場債券基金A類 (美元 每月分派-現金派息)","環球新興市場債券 - 本地貨幣","環球新興市場債券 - 本地貨幣","富蘭克林鄧普頓投資",N,N,4.4,18-09-2026,美元,4,6.42,-0.45,-0.14,1.41,5.7,12.28,1.65,13.13,-6.86,8.92,31-08-2026,1.5,LU0441901922,4,"","","綜合","新興市場",""
U44199,"貝萊德全球基金 - 新興市場本地貨幣債券基金A3類股份 (港元 每月派息股份-現金派息)","環球新興市場債券 - 本地貨幣","環球新興市場債券 - 本地貨幣","貝萊德資產管理北亞有限公司",N,N,24.42,18-09-2026,港元,3,2.22,-1.13,-1.69,-1.27,2.62,4.91,-6.82,15.76,-7.72,6.24,31-08-2026,1,LU0388349754,2,"","","綜合","新興市場",""
U43128,"施羅德環球基金系列 - 新興市場債券 A類別 QF (美元 每季收息單位-現金派息)","環球新興市場債券 - 本地貨幣","環球新興市場債券 - 本地貨幣","施羅德投資管理(香港)有限公司",N,N,7.7504,18-09-2026,美元,3,2.95,-0.81,-0.44,-0.2,2.59,4.71,-1.52,11.29,-7.95,4.6,31-08-2026,1.5,LU0080733339,3,"","","綜合","新興市場",""
U44106,"貝萊德全球基金 - 新興市場本地貨幣債券基金A2類股份 (美元)","環球新興市場債券 - 本地貨幣","環球新興市場債券 - 本地貨幣","貝萊德資產管理北亞有限公司",N,N,28.5,18-09-2026,美元,3,2.85,-1.18,-1.08,0,3.94,5.44,-6.24,15.49,-8.24,0,31-08-2026,1,LU0278470058,3,"","","綜合","新興市場",""
U44107,"貝萊德全球基金 - 新興市場本地貨幣債券基金A3類股份 (歐元 每月派息股份-現金派息)","環球新興市場債券 - 本地貨幣","環球新興市場債券 - 本地貨幣","貝萊德資產管理北亞有限公司",N,N,2.72,18-09-2026,歐羅,3,3.99,0.37,-0.37,-1.31,3.22,6.81,-0.23,11.61,-0.76,6.24,31-08-2026,1,LU0278457469,2,"","","綜合","新興市場",""
U44108,"貝萊德全球基金 - 新興市場本地貨幣債券基金A3類股份 (美元 每月派息股份-現金派息)","環球新興市場債券 - 本地貨幣","環球新興市場債券 - 本地貨幣","貝萊德資產管理北亞有限公司",N,N,3.11,18-09-2026,美元,3,2.02,-1.27,-1.89,-0.67,3.16,4.74,-6.17,15.56,-8.09,6.24,31-08-2026,1,LU0278470132,2,"","","綜合","新興市場",""
U43888,"鄧普頓新興市場債券基金A類 (美元 每季分派-現金派息)","環球新興市場債券 - 本地貨幣","環球新興市場債券 - 本地貨幣","富蘭克林鄧普頓投資",N,N,7.6,18-09-2026,美元,4,6.28,-0.65,-0.26,1.4,5.5,12.29,1.84,13.11,-6.86,9.06,31-08-2026,1.5,LU0029876355,4,"","","綜合","新興市場",""
U42293,"霸菱成熟及新興市場高收益債券基金G類別 (歐元 收益每季派息)","環球高收益債券","環球高收益債券","霸菱資產管理(亞洲)有限公司",N,N,6.61,18-09-2026,歐羅,3,4.36,0.76,0.15,-0.47,1.47,4.69,15.73,8.14,14.86,6.43,31-08-2026,1.25,IE0004851808,3,"","","高收益","環球",""
U42998,"霸菱成熟及新興市場高收益債券基金G類別美元收益(每月)","環球高收益債券","環球高收益債券","霸菱資產管理(亞洲)有限公司",N,N,7.32,18-09-2026,美元,3,2.02,-0.14,-0.54,-0.14,1.62,2.16,8.65,11.41,5.97,8.1,31-08-2026,1.25,IE0032158457,3,"","","高收益","環球",""
